http://cv.iptc.org/newscodes/mediatopic/20000017,medtop:20000017,,,,medtop:20000017,,poetry,"The art, structure, forms of poetic expression ",,,,,Poesie,"Die Kunst, Struktur und Formen poetischen Ausdrucks",,,,,subj:01010002,http://cv.iptc.org/newscodes/subjectcode/01010002
http://cv.iptc.org/newscodes/mediatopic/20000018,medtop:20000018,,,medtop:20000018,,,music,"Expressing emotion or message through instruments or voice using different sounds, tones, harmonies ",,,,,Musik,"Ausdruck von GefŸhlen oder Botschaften durch Instrumente oder Stimmen, die unterschiedliche KlŠnge, Tšne, Harmonien und €hnliches erzeugen",,,,,subj:01011000,http://cv.iptc.org/newscodes/subjectcode/01011000
http://cv.iptc.org/newscodes/mediatopic/20000019,medtop:20000019,,,,medtop:20000019,,musical instrument,Objects used to play music on ,,,,,Musikinstrument,Objekte mit denen Musik erzeugt werden kann,,,,,subj:01011000,http://cv.iptc.org/newscodes/subjectcode/01011000
http://cv.iptc.org/newscodes/mediatopic/20000020,medtop:20000020,,,,medtop:20000020,,musical performance,Using music to entertain ,,,,,MusikauffŸhrung,Musik zur Unterhaltung,,,,,subj:01011000,http://cv.iptc.org/newscodes/subjectcode/01011000
http://cv.iptc.org/newscodes/mediatopic/20000021,medtop:20000021,,,,medtop:20000021,,musical style,A distinguishable musical genre a particular type of music belongs to ,,,,,Musikstil,"Eine erkennbare Musikgattung, zu der ein bestimmter Musiktyp gehšrt",,,,,subj:01011000,http://cv.iptc.org/newscodes/subjectcode/01011000
http://cv.iptc.org/newscodes/mediatopic/20000022,medtop:20000022,,,,,medtop:20000022,classical music,Music that follows classic structures of rhythm and harmony ,,,,,Klassik,"Musik, die klassischen Rhythmus- und Harmoniestrukturen folgt",,,,,subj:01011001,http://cv.iptc.org/newscodes/subjectcode/01011001
http://cv.iptc.org/newscodes/mediatopic/20000023,medtop:20000023,,,,,medtop:20000023,country music,Similar to folk but is unique to the United States and is less about story telling than about  loves sought and lost ,,,,,Country,"€hnlich wie Folk, weniger erzŠhlend, handelt eher von der Suche nach Liebe und deren Verlust und kommt ausschlie§lich aus den USA.",,,,,subj:01011005,http://cv.iptc.org/newscodes/subjectcode/01011005
http://cv.iptc.org/newscodes/mediatopic/20000024,medtop:20000024,,,,,medtop:20000024,folk music,"Music that developed from folk cultures, often based on story-telling ",,,,,Folk,"Musik, die sich aus folkloristischen Kulturen entwickelt, oft erzŠhlend",,,,,subj:01011002,http://cv.iptc.org/newscodes/subjectcode/01011002
http://cv.iptc.org/newscodes/mediatopic/20000025,medtop:20000025,,,,,medtop:20000025,jazz music,"A music of diverse harmonics, often improvised ",,,,,Jazz,"Musik aus ungleichen Harmonien, oft improvisiert",,,,,subj:01011003,http://cv.iptc.org/newscodes/subjectcode/01011003
http://cv.iptc.org/newscodes/mediatopic/20000026,medtop:20000026,,,,,medtop:20000026,popular music,"The latest fad in music, generally aimed at the younger generation ",,,,,Pop,"Der neuste Trend in der Musik, meist fŸr die jŸngere Generation",,,,,subj:01011004,http://cv.iptc.org/newscodes/subjectcode/01011004
http://cv.iptc.org/newscodes/mediatopic/20000027,medtop:20000027,,,,,medtop:20000027,rock and roll music,Popular dance music developed in the 1950s ,,,,,Rock'n' Roll,PopulŠre Tanzmusik aus den 50-er Jahren,,,,,subj:01011006,http://cv.iptc.org/newscodes/subjectcode/01011006
http://cv.iptc.org/newscodes/mediatopic/20000028,medtop:20000028,,,medtop:20000028,,,opera,A form of musical and dramatic work performed by classically trained musicians and  singers ,,,,,Oper,"Eine Form von musikalischem und dramatischem Werk, aufgefŸhrt durch klassische Musiker und SŠnger",,,,,subj:01017001,http://cv.iptc.org/newscodes/subjectcode/01017001
http://cv.iptc.org/newscodes/mediatopic/20000029,medtop:20000029,,,medtop:20000029,,,theatre,"Telling of a story or idea through dialogue, music and physical expression to express message or emotion ",,,,,Theater,"ErzŠhlen einer Geschichte oder Idee durch Dialoge, Musik oder kšrperlichen Ausdruck in einem Raum oder GebŠude, welches dafŸr entworfen wurde",,,,,subj:01017000,http://cv.iptc.org/newscodes/subjectcode/01017000
http://cv.iptc.org/newscodes/mediatopic/20000030,medtop:20000030,,,,medtop:20000030,,music theatre,"Telling of a story or idea through music, songs and further dialogue and physical expression to express message or emotion ",,,,,Musiktheater,"ErzŠhlen einer Geschichte oder Idee durch Musik, Lieder, andere Dialoge und kšrperlichen Ausdruck, um GefŸhle und eine Botschaft auszudrŸcken",,,,,subj:01017001,http://cv.iptc.org/newscodes/subjectcode/01017001
http://cv.iptc.org/newscodes/mediatopic/20001133,medtop:20001133,,,,,medtop:20001133,musical,Variation of the musical theater with Anglo-Saxon origins,,,,,Musical,Eine Art von Musiktheater mit angelsŠchsischen Wurzeln,,,,,,http://cv.iptc.org/newscodes/ALIAS-WAS-BLANK/
http://cv.iptc.org/newscodes/mediatopic/20001134,medtop:20001134,,,,,medtop:20001134,operetta,Variation of the musical theater with Central European origins,,,,,Operette,Eine Art von Musiktheater mit mitteleuropŠischen Wurzeln,,,,,,http://cv.iptc.org/newscodes/ALIAS-WAS-BLANK/
http://cv.iptc.org/newscodes/mediatopic/20000031,medtop:20000031,,,medtop:20000031,,,visual arts,Art forms which appeal primarily to the visual sense and typically exist in permanent form such as photography and painting ,,,,,Bildende Kunst,"Kunstform, die vorrangig die visuellen Sinne anspricht und typischerwiese in bleibender Form vorkommt, wie Fotografie und Malerei",,,,,subj:01000000,http://cv.iptc.org/newscodes/subjectcode/01000000
http://cv.iptc.org/newscodes/mediatopic/20000032,medtop:20000032,,,,medtop:20000032,,architecture,"Designing of buildings, monuments and the spaces around them to express message or emotion ",,,,,Architektur,"Entwurf von GebŠuden, DenkmŠlern und deren Umgebung",,,,,subj:01002000,http://cv.iptc.org/newscodes/subjectcode/01002000
http://cv.iptc.org/newscodes/mediatopic/20000033,medtop:20000033,,,,medtop:20000033,,design,An artistic discipline which focuses on visual communication and presentation. The final product of which can range from jewellery to graphical user interfaces ,,,,,Design,"Eine Kunstdisziplin, die sich auf Kommunikation und visuelle PrŠsentation konzentriert. Die Produktpalette geht von Schmuck bishin zu graphischen BenutzeroberflŠchen",,,,,subj:01000000,http://cv.iptc.org/newscodes/subjectcode/01000000
http://cv.iptc.org/newscodes/mediatopic/20000034,medtop:20000034,,,,medtop:20000034,,drawing,"Using the mediums of pencils, markers, pen and ink, charcoal and the like on various grounds to express message or emotion ",,,,,Zeichnen,"Mit den Medien Bleistift, Filzstift, Tinte und Feder, Kohle und dergleichen aus verschiedenen GrŸnden Botschaften oder GefŸhle ausdrŸcken",,,,,subj:01000000,http://cv.iptc.org/newscodes/subjectcode/01000000
http://cv.iptc.org/newscodes/mediatopic/20000035,medtop:20000035,,,,medtop:20000035,,painting,"Using the mediums of oils, watercolour, pastel, crayon etc on various grounds to express message or emotion ",,,,,Malerei,"Nutzung der Mšglichkeiten von …l, Wasserfarbe, Pastellfarbe, Stiften, Kreide etc. auf verschiedenartigem Untergrund, als Ausdruck von GefŸhlen und Botschaften",,,,,subj:01012000,http://cv.iptc.org/newscodes/subjectcode/01012000
http://cv.iptc.org/newscodes/mediatopic/20000036,medtop:20000036,,,,medtop:20000036,,photography,Using photographic images  to express message or emotion ,,,,,Fotografie,"Technik, Bilder von Objekten herzustellen, unter Benutzung von Licht und lichtempfindlichem Material, mit Hilfe von chemischen oder digitalen Mitteln",,,,,subj:01013000,http://cv.iptc.org/newscodes/subjectcode/01013000
http://cv.iptc.org/newscodes/mediatopic/20000037,medtop:20000037,,,,medtop:20000037,,sculpture,"Representation of forms in clays, stone, woods, metals or other materials to express message or emotion ",,,,,Bildhauerei,"ReprŠsentation von Formen in Ton, Stein, Holz, Metall oder andere Materialien um GefŸhle und Botschaften auszudrŸcken",,,,,subj:01015000,http://cv.iptc.org/newscodes/subjectcode/01015000
http://cv.iptc.org/newscodes/mediatopic/20001135,medtop:20001135,,,medtop:20001135,,,art exhibition,"Temporary presentation of art in museums, art halls or galleries",,,,,Kunstausstellung,"Zeitlich begrenzte Ausstellung von Kunst in einem Museum, einer Kunsthalle oder Galerie",,,,,,http://cv.iptc.org/newscodes/ALIAS-WAS-BLANK/
http://cv.iptc.org/newscodes/mediatopic/20000038,medtop:20000038,,medtop:20000038,,,,culture,"The ideas, customs, arts, skills of a particular group ",,,,,Kultur,"Die Ideen, BrŠuche, KŸnste, Fertigkeiten einer bestimmten Gruppe",,,,,subj:01000000,http://cv.iptc.org/newscodes/subjectcode/01000000
http://cv.iptc.org/newscodes/mediatopic/20000039,medtop:20000039,,,medtop:20000039,,,cultural development,"The history of the development of art and culture such as the rise of cave paintings, pre-Colombian art, Chinese paper-making, anything non-political ",,,,,Kulturgeschichte,"Die Geschichte der Entwicklung von Kunst und Kultur, wie beispielsweise die Entstehung der Hšhlenmalerei, der vor-columbianischen Kunst oder der chinesische Papierkunst, alles Unpolitische",,,,,subj:01022001,http://cv.iptc.org/newscodes/subjectcode/01022001
http://cv.iptc.org/newscodes/mediatopic/20000040,medtop:20000040,,,medtop:20000040,,,customs and tradition,"A particular way of behaving, or observances that have developed over time by a group of people ",,,,,Brauchtum,"Eine spezielle Verhaltensweise oder Brauch, die sich fŸr eine bestimmte Gruppe von Menschen Ÿber einen Zeitraum entwickelt hat",,,,,subj:01019000,http://cv.iptc.org/newscodes/subjectcode/01019000
http://cv.iptc.org/newscodes/mediatopic/20000041,medtop:20000041,,,medtop:20000041,,,festive event ,All kinds of events with a specific cultural background not necessarily tied to a fixed occasion or date ,,,,,Fest,Alle Arten von Veranstaltungen mit einem speziellen kulturellen Hintergrund nicht notwendigerweise an ein Ereignis oder Datum gekoppelt,,,,,subj:01000000,http://cv.iptc.org/newscodes/subjectcode/01000000
http://cv.iptc.org/newscodes/mediatopic/20000042,medtop:20000042,,,medtop:20000042,,,language,The means by which people communicate with each other ,,,,,Sprache,Die Mittel mit denen Menschen miteinander kommunizieren,,,,,subj:01008000,http://cv.iptc.org/newscodes/subjectcode/01008000
http://cv.iptc.org/newscodes/mediatopic/20000043,medtop:20000043,,,medtop:20000043,,,library and museum,"Collections of books, music, art, or objects from the past and present for public use and display ",,,,,Bibliothek und Museum,"Einrichtungen, die Sammlungen von BŸchern, Musik, Kunst oder Objekte aus Vergangenheit und Gegenwart, zur šffentlichen Nutzung und Ansicht bereitstellen",,,,,subj:01009000,http://cv.iptc.org/newscodes/subjectcode/01009000
http://cv.iptc.org/newscodes/mediatopic/20000044,medtop:20000044,,,medtop:20000044,,,monument and heritage site,Areas containing commemorative objects for historical people or events ,,,,,Denkmal und GedenkstŠtte,FlŠchen mit Objekten in Gedenken an historische Personen oder Ereignisse,,,,,subj:01018000,http://cv.iptc.org/newscodes/subjectcode/01018000
http://cv.iptc.org/newscodes/mediatopic/20000045,medtop:20000045,,medtop:20000045,,,,mass media,Media addressing a large audience ,,,,,Massenmedien,"Medien, die ein gro§es Publikum erreichen",,,,,subj:01026000,http://cv.iptc.org/newscodes/subjectcode/01026000
http://cv.iptc.org/newscodes/mediatopic/20000046,medtop:20000046,,,medtop:20000046,,,news media,"Media that collect facts about incidents, developing and presenting them to audiences as a whole story ",,,,,Nachrichtensender,"Medien, die Fakten Ÿber Ereignisse sammeln und diese fŸr die …ffentlichkeit aufbereiten",,,,,subj:01026002,http://cv.iptc.org/newscodes/subjectcode/01026002
http://cv.iptc.org/newscodes/mediatopic/20000047,medtop:20000047,,,medtop:20000047,,,newspaper,"Daily or weekly publication that present the day to day history of the world, as well as features, comics etc ",,,,,Zeitung,"TŠgliche oder wšchentliche Publikationen, die das tŠgliche Weltgeschehen darstellen, wie Reportagen, Berichte, Comics etc.",,,,,subj:01026000,http://cv.iptc.org/newscodes/subjectcode/01026000
http://cv.iptc.org/newscodes/mediatopic/20000048,medtop:20000048,,,medtop:20000048,,,online media,"World wide web based media delivering text, photo, graphics or streaming content ",,,,,Online,"Web-basierte Medien, die Text, Photo, Grafik oder Film inhaltlich verbreiten",,,,,subj:01026000,http://cv.iptc.org/newscodes/subjectcode/01026000
http://cv.iptc.org/newscodes/mediatopic/20000049,medtop:20000049,,,medtop:20000049,,,periodical,"Material that is usually published weekly, bi-weekly, monthly or annually for a long time ",,,,,Zeitschrift,"Material, was Ÿber einen lŠngeren Zeitraum meist wšchentlich, vierzehntŠgig, monatlich oder jŠhrlich veršffentlicht wird",,,,,subj:01026000,http://cv.iptc.org/newscodes/subjectcode/01026000
http://cv.iptc.org/newscodes/mediatopic/20000050,medtop:20000050,,,medtop:20000050,,,radio,Programmes broadcasted by radio stations ,,,,,Radio,"Programme, die von Radiostationen ausgestrahlt werden",,,,,subj:01014000,http://cv.iptc.org/newscodes/subjectcode/01014000
http://cv.iptc.org/newscodes/mediatopic/20000051,medtop:20000051,,,medtop:20000051,,,television,Programmes broadcasted by TV stations ,,,,,Fernsehen,"Programme, die von TV-Stationen ausgestrahlt werden",,,,,subj:01016000,http://cv.iptc.org/newscodes/subjectcode/01016000
http://cv.iptc.org/newscodes/mediatopic/02000000,medtop:02000000,medtop:02000000,,,,,"crime, law and justice","Establishment and/or statement of the rules of behaviour in society, the enforcement of these rules, breaches of the rules and the punishment of offenders. Organisations and bodies involved in these activities. ",,,,,"Justiz, KriminalitŠt","Festlegung und/oder Verlautbarung von Verhaltensregeln einer Gesellschaft, die Durchsetzung dieser Regeln, ihre Verstš§e und die Bestrafung der TŠter. Organisationen und Einheiten, die mit diesen AktivitŠten betraut sind ",,,,,subj:02000000,http://cv.iptc.org/newscodes/subjectcode/02000000
http://cv.iptc.org/newscodes/mediatopic/20000082,medtop:20000082,,medtop:20000082,,,,crime,"Violation of established laws by individuals,  companies or organisations ",,,,,KriminalitŠt,"Verletzung von etablierten Gesetzen durch Individuen, Firmen und Organisationen",,,,,subj:02001000,http://cv.iptc.org/newscodes/subjectcode/02001000
http://cv.iptc.org/newscodes/mediatopic/20000083,medtop:20000083,,,medtop:20000083,,,arson,Intentional setting of fires with criminal intent ,,,,,Brandstiftung,Absichtliches in Brand stecken mit krimineller Intention,,,,,subj:02001008,http://cv.iptc.org/newscodes/subjectcode/02001008
http://cv.iptc.org/newscodes/mediatopic/20000084,medtop:20000084,,,medtop:20000084,,,assault,"Physical crime against a person, including battery, slugfests, brawls and threatening behaviour ",,,,,Gewalt,"Kšrperverletzung von Personen, PrŸgeleien, Streit und bedrohliches Verhalten",,,,,subj:02001006,http://cv.iptc.org/newscodes/subjectcode/02001006
http://cv.iptc.org/newscodes/mediatopic/20000085,medtop:20000085,,,,medtop:20000085,,sexual assault,Sexual physical crime against a person ,,,,,Sexuelle Gewalt,Sexuelle Nštigung und Kšrperverletzung,,,,,subj:02001005,http://cv.iptc.org/newscodes/subjectcode/02001005
http://cv.iptc.org/newscodes/mediatopic/20000086,medtop:20000086,,,medtop:20000086,,,computer crime,Theft or destructive behaviour using a computer ,,,,,ComputerkriminalitŠt,Diebstahl oder zerstšrerisches Verhalten mithilfe eines Computers,,,,,subj:02001002,http://cv.iptc.org/newscodes/subjectcode/02001002
http://cv.iptc.org/newscodes/mediatopic/20000087,medtop:20000087,,,medtop:20000087,,,corporate crime,Misdeeds of corporations and corporate officers ,,,,,FirmenkriminalitŠt,Untaten von Unternehmen oder GeschŠftsfŸhrungen,,,,,subj:02012000,http://cv.iptc.org/newscodes/subjectcode/02012000
http://cv.iptc.org/newscodes/mediatopic/20000088,medtop:20000088,,,,medtop:20000088,,anti-trust crime,Violations of laws against monopolies ,,,,,Kartellversto§,Verletzung von Gesetzen gegen Monopole,,,,,subj:02012005,http://cv.iptc.org/newscodes/subjectcode/02012005
http://cv.iptc.org/newscodes/mediatopic/20000089,medtop:20000089,,,,medtop:20000089,,breach of contract,"Rupture of legal agreements between companies, and with customers ",,,,,Vertragsbruch,Bruch von legalen VertrŠgen zwischen Unternehmen und mit Kunden,,,,,subj:02012004,http://cv.iptc.org/newscodes/subjectcode/02012004
http://cv.iptc.org/newscodes/mediatopic/20000090,medtop:20000090,,,,medtop:20000090,,embezzlement,The intentional theft of money left in one's care ,,,,,Unterschlagung,Absichtlicher Diebstahl von anvertrautem Geld,,,,,subj:02012002,http://cv.iptc.org/newscodes/subjectcode/02012002
http://cv.iptc.org/newscodes/mediatopic/20000091,medtop:20000091,,,,medtop:20000091,,insider trading,Trading of stocks by persons having access to internal information not made public at this time ,,,,,Insiderhandel,"Handel mit Aktien durch Personen, die Zugang zu internen und zu dem Zeitpunkt unveršffentlichten Informationen haben",,,,,subj:04016022,http://cv.iptc.org/newscodes/subjectcode/04016022
http://cv.iptc.org/newscodes/mediatopic/20000092,medtop:20000092,,,,medtop:20000092,,restraint of trade,Interference in free competition in business and trade ,,,,,Wettbewerbsversto§,Eingreifen in den freien Wettbewerb in MarkttŠtigkeit und Handel,,,,,subj:02012003,http://cv.iptc.org/newscodes/subjectcode/02012003
http://cv.iptc.org/newscodes/mediatopic/20000093,medtop:20000093,,,medtop:20000093,,,corruption,To act dishonestly in return for pecuniary or personal gain ,,,,,Korruption,Generelles Missverhalten in GeschŠftsbeziehungen,,,,,subj:02012006,http://cv.iptc.org/newscodes/subjectcode/02012006
http://cv.iptc.org/newscodes/mediatopic/20000094,medtop:20000094,,,,medtop:20000094,,bribery,To persuade somebody acting dishonestly in return for pecuniary gain ,,,,,Bestechung,"Zahlungen oder Spenden, um den Ausgang einer legalen Angelegenheit zu beeinflussen",,,,,subj:02012007,http://cv.iptc.org/newscodes/subjectcode/02012007
http://cv.iptc.org/newscodes/mediatopic/20000095,medtop:20000095,,,medtop:20000095,,,drug related crimes,All kinds of crimes relating to drugs ,,,,,DrogenkriminalitŠt,Alle Arten von KriminalitŠt im Zusammenhang mit Drogen,,,,,subj:02001000,http://cv.iptc.org/newscodes/subjectcode/02001000
http://cv.iptc.org/newscodes/mediatopic/20000096,medtop:20000096,,,,medtop:20000096,,drug trafficking,Dealing in illicit often harmful substances ,,,,,Drogenhandel,Unerlaubter Handel mit meist gesundheitsgefŠhrdenden Stoffen,,,,,subj:02001004,http://cv.iptc.org/newscodes/subjectcode/02001004
http://cv.iptc.org/newscodes/mediatopic/20000097,medtop:20000097,,,medtop:20000097,,,fraud,Intentional deception that causes damage to individuals and/or cause personal gain ,,,,,Betrug,"Absichtliche TŠuschung, die die Rechte und das Eigentum anderer beschŠdigen",,,,,subj:02012001,http://cv.iptc.org/newscodes/subjectcode/02012001
http://cv.iptc.org/newscodes/mediatopic/20000098,medtop:20000098,,,medtop:20000098,,,hijacking,Taking over a transportation vehicle by force ,,,,,EntfŸhrung,†bernahme eines Transportfahrzeuges mit Gewalt,,,,,subj:02001000,http://cv.iptc.org/newscodes/subjectcode/02001000
http://cv.iptc.org/newscodes/mediatopic/20000099,medtop:20000099,,,medtop:20000099,,,homicide,Killing of one person by another ,,,,,Mord,Tod eines Menschen durch einen anderen,,,,,subj:02001001,http://cv.iptc.org/newscodes/subjectcode/02001001
http://cv.iptc.org/newscodes/mediatopic/20000100,medtop:20000100,,,medtop:20000100,,,kidnapping,"To seize and detain or carry away a person against that person's will by unlawful threat, force or fraud ",,,,,Geiselnahme,"Jemanden gegen seinen Willen widerrechtlich und gewaltsam gefangen nehmen, festhalten oder verschleppen",,,,,subj:02001007,http://cv.iptc.org/newscodes/subjectcode/02001007
http://cv.iptc.org/newscodes/mediatopic/20000101,medtop:20000101,,,medtop:20000101,,,organised crime,Crimes committed by gangs or criminal groups. ,,,,,Organisierte KriminalitŠt,"Kriminelle Handlungen, die von Banden oder kriminellen Gruppen begangen wurden",,,,,subj:02001000,http://cv.iptc.org/newscodes/subjectcode/02001000
http://cv.iptc.org/newscodes/mediatopic/20000102,medtop:20000102,,,,medtop:20000102,,gang activity,"Criminal activities by groups of individuals, usually in urban areas, who are allied by common territories, languages,  ethnic backgrounds but generally are loosely organised. ",,,,,BandenkriminalitŠt,"Kriminelle AktivitŠten von Gruppen, meist in Randgebieten, die verbunden sind durch gemeinsame Herkunft, Sprache und ethnischem Hintergrund aber meist nur wenig organisiert",,,,,subj:02001009,http://cv.iptc.org/newscodes/subjectcode/02001009
http://cv.iptc.org/newscodes/mediatopic/20000103,medtop:20000103,,,medtop:20000103,,,terrorism,Violence against people to create fear in order to achieve political or ideological objectives ,,,,,Terrorismus,"Gewalt gegen Menschen, um Angst auzulšsen mit der Absicht bestimmte politische oder ideologische Ziele zu erreichen",,,,,subj:02001010,http://cv.iptc.org/newscodes/subjectcode/02001010
http://cv.iptc.org/newscodes/mediatopic/20000104,medtop:20000104,,,medtop:20000104,,,theft,Unlawful taking ,,,,,Diebstahl,Ungesetzliche Beschaffung,,,,,subj:02001003,http://cv.iptc.org/newscodes/subjectcode/02001003
http://cv.iptc.org/newscodes/mediatopic/20000105,medtop:20000105,,,medtop:20000105,,,war crime,"Crimes committed during a war or armed conflict, usually against civilians or POW's, including the prosecution of such crimes ",,,,,Kriegsverbrechen,"Kriminelle Handlungen und deren Strafverfolgung, die wŠhrend eines Krieges oder bewaffneten Konfliktes begangen werden, gewšhnlich gegen Zivilisten oder Kriegsgefangene",,,,,subj:02013000,http://cv.iptc.org/newscodes/subjectcode/02013000
http://cv.iptc.org/newscodes/mediatopic/20000106,medtop:20000106,,medtop:20000106,,,,judiciary,The system set up to administer laws and those who infringe them. ,,,,,Justiz,"System, das eingesetzt wird zum Umgang mit KriminalitŠt und Kriminellen",,,,,subj:02007000,http://cv.iptc.org/newscodes/subjectcode/02007000
http://cv.iptc.org/newscodes/mediatopic/20000107,medtop:20000107,,,medtop:20000107,,,court,The body of jurisdiction where legal case are heard. ,,,,,Gericht,Gremium der Rechtssprechung wo RechtsfŠlle angehšrt werden,,,,,subj:02007000,http://cv.iptc.org/newscodes/subjectcode/02007000
http://cv.iptc.org/newscodes/mediatopic/20000108,medtop:20000108,,,,medtop:20000108,,appeal,Actions taken when the verdict is not accepted ,,,,,Berufung,Verfahren bei dem das Urteil nicht akzeptiert wird,,,,,subj:02000000,http://cv.iptc.org/newscodes/subjectcode/02000000
http://cv.iptc.org/newscodes/mediatopic/20000109,medtop:20000109,,,,medtop:20000109,,court administration,"Court clerks, bailiffs, stenographers etc. ",,,,,Gerichtsverwaltung,"Angestellte des Gerichts, Gerichtsdiener, Stenografen etc.",,,,,subj:02002003,http://cv.iptc.org/newscodes/subjectcode/02002003
http://cv.iptc.org/newscodes/mediatopic/20000110,medtop:20000110,,,,medtop:20000110,,judge,Members of the bench that sit in judgement ,,,,,Richter,"Mitglieder des Gerichts, die zu Gericht sitzen und Recht sprechen",,,,,subj:02002002,http://cv.iptc.org/newscodes/subjectcode/02002002
